  FUL______________________AP1 TFL1
         00|1
         01|0
         10|0
         11|0
   FT______________________EMF1
          0|1
          1|0
  AP1______________________FT LFY ag TFL1
       0000|1
       0001|0
       0010|0
       0011|0
       0100|1
       0101|1
       0110|0
       0111|0
       1000|1
       1001|1
       1010|0
       1011|0
       1100|1
       1101|1
       1110|0
       1111|0
 EMF1______________________LFY
          0|1
          1|0
  LFY______________________FUL AP1 EMF1 TFL1 
       0000|1
       0001|1
       0010|1
       0011|0
       0100|1
       0101|1
       0110|1
       0111|0
       1000|1
       1001|1
       1010|1
       1011|0
       1100|1
       1101|1
       1110|1
       1111|0
  AP2______________________TFL1
          0|1
          1|0
  WUS______________________WUS ag SEP
        000|0
        001|0
        010|0
        011|0
        100|1
        101|1
        110|1
        111|0
   ag______________________AP1 LFY AP2 WUS ag TFL1 SEP
    0000000|1
    0000001|1
    0000010|0
    0000011|0
    0000100|1
    0000101|1
    0000110|0
    0000111|0
    0001000|1
    0001001|1
    0001010|0
    0001011|0
    0001100|1
    0001101|1
    0001110|0
    0001111|0
    0010000|0
    0010001|0
    0010010|0
    0010011|0
    0010100|0
    0010101|0
    0010110|0
    0010111|0
    0011000|0
    0011001|0
    0011010|0
    0011011|0
    0011100|0
    0011101|0
    0011110|0
    0011111|0
    0100000|1
    0100001|1
    0100010|1
    0100011|1
    0100100|1
    0100101|1
    0100110|1
    0100111|1
    0101000|1
    0101001|1
    0101010|1
    0101011|1
    0101100|1
    0101101|1
    0101110|1
    0101111|1
    0110000|1
    0110001|1
    0110010|1
    0110011|1
    0110100|1
    0110101|1
    0110110|1
    0110111|1
    0111000|1
    0111001|1
    0111010|1
    0111011|1
    0111100|1
    0111101|1
    0111110|1
    0111111|1
    1000000|1
    1000001|1
    1000010|0
    1000011|0
    1000100|1
    1000101|1
    1000110|0
    1000111|0
    1001000|1
    1001001|1
    1001010|0
    1001011|0
    1001100|1
    1001101|1
    1001110|0
    1001111|0
    1010000|0
    1010001|0
    1010010|0
    1010011|0
    1010100|0
    1010101|0
    1010110|0
    1010111|0
    1011000|0
    1011001|0
    1011010|0
    1011011|0
    1011100|0
    1011101|0
    1011110|0
    1011111|0
    1100000|1
    1100001|1
    1100010|1
    1100011|1
    1100100|1
    1100101|1
    1100110|1
    1100111|1
    1101000|1
    1101001|1
    1101010|1
    1101011|1
    1101100|1
    1101101|1
    1101110|1
    1101111|1
    1110000|0
    1110001|0
    1110010|0
    1110011|0
    1110100|0
    1110101|1
    1110110|0
    1110111|1
    1111000|1
    1111001|1
    1111010|1
    1111011|1
    1111100|1
    1111101|1
    1111110|1
    1111111|1
 TFL1______________________AP1 EMF1 LFY AP2
       0000|0
       0001|0
       0010|0
       0011|0
       0100|1
       0101|1
       0110|0
       0111|0
       1000|0
       1001|0
       1010|0
       1011|0
       1100|0
       1101|0
       1110|0
       1111|0
   PI______________________AP1 LFY ag PI SEP AP3
     000000|0
     000001|0
     000010|0
     000011|0
     000100|0
     000101|0
     000110|0
     000111|0
     001000|0
     001001|0
     001010|0
     001011|0
     001100|0
     001101|0
     001110|0
     001111|1
     010000|0
     010001|1
     010010|0
     010011|1
     010100|0
     010101|1
     010110|0
     010111|1
     011000|1
     011001|1
     011010|1
     011011|1
     011100|1
     011101|1
     011110|1
     011111|1
     100000|0
     100001|0
     100010|0
     100011|0
     100100|0
     100101|0
     100110|0
     100111|1
     101000|0
     101001|0
     101010|0
     101011|0
     101100|0
     101101|0
     101110|0
     101111|1
     110000|0
     110001|1
     110010|0
     110011|1
     110100|0
     110101|1
     110110|0
     110111|1
     111000|1
     111001|1
     111010|1
     111011|1
     111100|1
     111101|1
     111110|1
     111111|1
  SEP______________________LFY
          0|0
          1|1
  AP3______________________AP1 LFY ag PI SEP AP3 UFO
    0000000|0
    0000001|0
    0000010|0
    0000011|0
    0000100|0
    0000101|0
    0000110|0
    0000111|0
    0001000|0
    0001001|0
    0001010|0
    0001011|0
    0001100|0
    0001101|0
    0001110|0
    0001111|0
    0010000|0
    0010001|0
    0010010|0
    0010011|0
    0010100|0
    0010101|0
    0010110|0
    0010111|0
    0011000|0
    0011001|0
    0011010|0
    0011011|0
    0011100|0
    0011101|0
    0011110|1
    0011111|1
    0100000|0
    0100001|1
    0100010|0
    0100011|1
    0100100|0
    0100101|1
    0100110|0
    0100111|1
    0101000|0
    0101001|1
    0101010|0
    0101011|1
    0101100|0
    0101101|1
    0101110|0
    0101111|1
    0110000|0
    0110001|1
    0110010|0
    0110011|1
    0110100|0
    0110101|1
    0110110|0
    0110111|1
    0111000|0
    0111001|1
    0111010|0
    0111011|1
    0111100|0
    0111101|1
    0111110|1
    0111111|1
    1000000|0
    1000001|0
    1000010|0
    1000011|0
    1000100|0
    1000101|0
    1000110|0
    1000111|0
    1001000|0
    1001001|0
    1001010|0
    1001011|0
    1001100|0
    1001101|0
    1001110|1
    1001111|1
    1010000|0
    1010001|0
    1010010|0
    1010011|0
    1010100|0
    1010101|0
    1010110|0
    1010111|0
    1011000|0
    1011001|0
    1011010|0
    1011011|0
    1011100|0
    1011101|0
    1011110|1
    1011111|1
    1100000|0
    1100001|1
    1100010|0
    1100011|1
    1100100|0
    1100101|1
    1100110|0
    1100111|1
    1101000|0
    1101001|1
    1101010|0
    1101011|1
    1101100|0
    1101101|1
    1101110|1
    1101111|1
    1110000|0
    1110001|1
    1110010|0
    1110011|1
    1110100|0
    1110101|1
    1110110|0
    1110111|1
    1111000|0
    1111001|1
    1111010|0
    1111011|1
    1111100|0
    1111101|1
    1111110|1
    1111111|1
  UFO______________________UFO
0|0
1|1
